Ref,Val,Package,PosX,PosY,Rot,Side
"C1","100nF","C_0805_2012Metric",17.3400,47.8600,0.0000,top
"C2","10uF","C_0805_2012Metric",13.4200,47.8700,0.0000,top
"D1","AZ432ANTR-E1","SOT-23",8.1400,47.4900,90.0000,top
"D2","SMBJ5.0A","D_SMB",18.4000,13.7500,180.0000,top
"D3","Red","LED_0805_2012Metric",11.6000,13.0350,0.0000,top
"D4","Blue","LED_0603_1608Metric",2.7750,48.9500,0.0000,top
"F1","mSMD150","Fuse_1812_4532Metric",26.4000,13.6500,0.0000,top
"Q1","AO3400A","SOT-23",3.1750,14.5500,90.0000,top
"R1","100K","R_0805_2012Metric",21.5200,42.4100,0.0000,top
"R2","1KOHMS","R_0805_2012Metric",8.1000,44.5400,0.0000,top
"R5","180R","R_0805_2012Metric",14.0000,51.0500,180.0000,top
"R6","3R","R_2010_5025Metric",17.9000,32.3000,180.0000,top
"R8","3R","R_2010_5025Metric",10.7917,32.3000,180.0000,top
"R10","3R","R_2010_5025Metric",4.1500,32.3000,180.0000,top
"R14","510OHMS","R_0805_2012Metric",21.4000,38.5500,180.0000,top
"R15","10KOHMS","R_0805_2012Metric",3.2000,11.4500,0.0000,top
"R16","2K2","R_0805_2012Metric",3.0500,53.6500,0.0000,top
"R17","2K2","R_0805_2012Metric",8.1000,13.0800,0.0000,top
"R18","2K2","R_0805_2012Metric",3.0500,51.6250,0.0000,top
"R19","CMFB103F3950FANT","R_0805_2012Metric",10.3000,29.4500,0.0000,top
"R20","10KOHMS","R_0805_2012Metric",8.1000,40.5500,180.0000,top
"R21","10KOHMS","R_0805_2012Metric",21.6000,45.7500,0.0000,top
"R22","3R","R_2010_5025Metric",17.9500,22.7500,180.0000,top
"R23","CMFB103F3950FANT","R_0805_2012Metric",3.8700,4.2800,90.0000,top
"R24","3R","R_2010_5025Metric",17.9250,26.8500,180.0000,top
"R25","3R","R_2010_5025Metric",10.8417,22.7500,180.0000,top
"R26","3R","R_2010_5025Metric",10.8167,26.8500,180.0000,top
"R27","3R","R_2010_5025Metric",4.2000,22.7500,180.0000,top
"R28","3R","R_2010_5025Metric",4.1750,26.8500,180.0000,top
"U1","EL3H7(B)(TA)-G","SOP-4_4.4x2.6mm_P1.27mm",24.5000,50.8500,0.0000,top
"U2","ATTINY1624-SSU-ND","SOIC-14_3.9x8.7mm_P1.27mm",15.3800,41.8400,0.0000,top
